Category,First Word Letters,Number of Words,Phrase,Total Number of Letters
What Are You Doing,14,4,Chocolate-Cream Cheese Coffee Cake,30
What Are You Doing,8,4,Choosing A Halloween Costume,25
What Are You Doing,8,4,Choosing A Window Seat,19
What Are You Doing,8,3,Choosing A Wineglass,18
What Are You Doing,8,2,Choosing Sides,13
What Are You Doing,8,2,Choosing Teams,13
What Are You Doing,8,4,Choosing The Right Candidate,25
What Are You Doing,8,5,Choosing The Right Halloween Costume,32
What Are You Doing,8,3,Chopping An Apple,15
What Are You Doing,8,2,Chopping Firewood,16
What Are You Doing,8,2,Chopping Kale,12
What Are You Doing,8,2,Chopping Vegetables,18
What Are You Doing,8,2,Chopping Veggies,15
What Are You Doing,8,2,Chopping Wood,12
What Are You Doing,9,2,Christmas Shopping,17
What Are You Doing,8,5,Churning My Own Ice Cream,21
What Are You Doing,8,3,Clapping My Hands,15
What Are You Doing,11,3,Classifying Particular Species,28
What Are You Doing,8,7,Cleaning A Lampshade With A Lint Roller,33
What Are You Doing,8,3,Cleaning My Glasses,17
What Are You Doing,8,3,Cleaning My Room,14
What Are You Doing,8,4,Cleaning Out A Closet,18
What Are You Doing,8,5,Cleaning Out A Lion's Cage,21
What Are You Doing,8,5,Cleaning Out Home File Cabinets,27
What Are You Doing,8,4,Cleaning Out Kitchen Cabinets,26
What Are You Doing,8,5,Cleaning Out My Junk Drawer,23
What Are You Doing,8,4,Cleaning Out The Attic,19
What Are You Doing,8,5,Cleaning Out The Bedroom Closet,27
What Are You Doing,8,4,Cleaning Out The Closet,20
What Are You Doing,8,4,Cleaning Out The Closets,21
What Are You Doing,8,4,Cleaning Out The Clutter,21
What Are You Doing,8,7,Cleaning Out The Clutter Should Be Added,34
What Are You Doing,8,5,Cleaning Out The Rain Gutters,25
What Are You Doing,8,5,Cleaning Stove Grates With Ammonia,30
What Are You Doing,8,3,Cleaning The Bathroom,19
What Are You Doing,8,4,Cleaning The Bathroom Mirror,25
What Are You Doing,8,5,Cleaning Up My Email Inbox,22
What Are You Doing,8,5,Cleaning Up My Work Area,20
What Are You Doing,8,4,Cleaning With Hydrogen Peroxide,28
What Are You Doing,8,3,Clearing Blocked Pores,20
What Are You Doing,8,3,Clearing My Room,14
What Are You Doing,8,3,Clearing My Throat,16
What Are You Doing,8,4,Clicking On A Link,15
What Are You Doing,8,4,Climbing A Huge Mountain,21
What Are You Doing,8,3,Climbing A Ladder,15
What Are You Doing,8,4,Climbing A Lookout Tower,21
What Are You Doing,8,3,Climbing A Mountain,17
What Are You Doing,8,5,Climbing A Mountain By Myself,25
What Are You Doing,8,4,Climbing A Steep Mountain,22
What Are You Doing,8,3,Climbing A Tree,13
What Are You Doing,8,3,Climbing Devils Tower,19
What Are You Doing,8,3,Climbing Granite Peak,19
What Are You Doing,8,4,Climbing Into A Treehouse,22
What Are You Doing,8,3,Climbing Mount Everest,20
What Are You Doing,8,3,Climbing Mount Mckinley,21
What Are You Doing,8,3,Climbing Mount Rainier,20
What Are You Doing,8,6,Climbing On A Tall Oak Tree,22
What Are You Doing,8,4,Climbing Over A Wall,17
What Are You Doing,8,4,Climbing Over Steep Rocks,22
What Are You Doing,8,4,Climbing The Spanish Steps,23
What Are You Doing,8,3,Climbing The Stairs,17
What Are You Doing,8,7,Climbing To The Top Of Mount Fiji,27
What Are You Doing,8,7,Climbing To The Top Of Mount Fuji,27
What Are You Doing,8,6,Climbing Up A Creaky Old Staircase,29
What Are You Doing,8,5,Climbing Up Coastal Sand Dunes,26
What Are You Doing,8,4,Clinging To My Boyfriend,21
What Are You Doing,8,2,Clipping Coupons,15
What Are You Doing,8,4,Clocking On A Leaderboard,22
What Are You Doing,8,6,Clocking Out For My One-Hour Lunch,28
What Are You Doing,7,3,Closing A Window,14
What Are You Doing,7,4,Closing My Bedroom Door,20
What Are You Doing,7,3,Closing The Shades,16
What Are You Doing,4,3,Coat Of Varnish,13
What Are You Doing,8,3,Coddling My Children,18
What Are You Doing,10,3,Collecting Baseball Cards,23
What Are You Doing,10,4,Collecting Brightly Colored Leaves,31
What Are You Doing,10,2,Collecting Buttons,17
What Are You Doing,10,7,Collecting Eggs First Thing In The Morning,36
What Are You Doing,10,2,Collecting Gadgets,17
What Are You Doing,10,3,Collecting Old Coins,18
What Are You Doing,10,2,Collecting Pinecones,19
What Are You Doing,10,3,Collecting Scrap Metal,20
What Are You Doing,10,5,Collecting Seashell At The Beach,28
What Are You Doing,10,2,Collecting Seashells,19
What Are You Doing,10,5,Collecting Seashells At The Beach,29
What Are You Doing,10,5,Collecting Seashells At The Shore,29
What Are You Doing,10,5,Collecting Seashells Near The Water,31
What Are You Doing,10,3,Collecting Seashells Together,27
What Are You Doing,10,2,Collecting Souvenirs,19
What Are You Doing,10,7,Collecting Toys For The Local Toy Drive,33
What Are You Doing,8,3,Coloring My Hair,14
What Are You Doing,8,4,Coloring Outside The Lines,23
What Are You Doing,7,4,Combing A Horse's Mane,18
What Are You Doing,7,3,Combing My Hair,13
What Are You Doing,9,3,Combining Many Ingredients,24
What Are You Doing,6,5,Coming Down To The Wire,19
What Are You Doing,6,4,Coming In First Place,18
What Are You Doing,6,5,Coming In For A Landing,19
What Are You Doing,6,5,Coming In From The Cold,19
What Are You Doing,6,4,Coming In Third Place,18
What Are You Doing,6,4,Coming In Under Budget,19
What Are You Doing,13,3,Commemorative Coin Collection,27
What Are You Doing,9,3,Commuting By Bicycle,18
What Are You Doing,9,4,Comparing Swatches Of Paint,24
What Are You Doing,9,5,Compiling A Comprehensive Reading List,34
What Are You Doing,10,5,Completing A Crossword Puzzle Together,34
What Are You Doing,10,4,Completing One Hundred Pushups,27
What Are You Doing,10,3,Completing One-Hundred Pushups,27
What Are You Doing,10,3,Concocting A Scheme,17
What Are You Doing,10,4,Conducting A Careful Investigation,31
What Are You Doing,10,3,Conducting An Orchestra,21
What Are You Doing,10,3,Conducting Careful Investigations,31
What Are You Doing,9,2,Confirmed Reservation,20
What Are You Doing,10,3,Connecting The Dots,17
What Are You Doing,10,4,Connecting With Old Friends,24
What Are You Doing,10,2,Conserving Energy,16
What Are You Doing,10,4,Conserving Our Precious Lands,26
What Are You Doing,10,3,Conserving Our Waterways,22
What Are You Doing,10,2,Conserving Water,15
What Are You Doing,10,4,Conspiring Against The Queen,25
What Are You Doing,9,4,Consuming A Large Meal,19
What Are You Doing,10,3,Contesting A Will,15
What Are You Doing,9,4,Convening A Grand Jury,19
What Are You Doing,7,4,Cooking A Delicious Dinner,23
What Are You Doing,7,4,Cooking A Family Dinner,20
What Are You Doing,7,4,Cooking A Family Meal,18
What Are You Doing,7,6,Cooking A Meal For My Girlfriend,27
What Are You Doing,7,4,Cooking A Sunday Roast,19
What Are You Doing,7,3,Cooking Delicious Goulash,23
What Are You Doing,7,5,Cooking Dinner For My Boyfriend,27
What Are You Doing,7,5,Cooking Dinner For My Girlfriend,28
What Are You Doing,7,5,Cooking Dinner For My Sweetheart,28
What Are You Doing,7,5,Cooking Dinner In A Wok,19
What Are You Doing,7,4,Cooking Freshly Caught Fish,24
What Are You Doing,7,7,Cooking Hot Dogs Over An Open Fire,28
What Are You Doing,7,5,Cooking In A Big Cauldron,21
What Are You Doing,7,4,Cooking In A Fireplace,19
What Are You Doing,7,5,Cooking In An Earth Oven,20
What Are You Doing,7,5,Cooking In An Electric Wok,22
What Are You Doing,7,4,Cooking On High Heat,17
What Are You Doing,7,5,Cooking Over An Open Fire,21
What Are You Doing,7,6,Cooking Rice In A Stone Pot,22
What Are You Doing,7,3,Cooking Russian Cuisine,21
What Are You Doing,7,6,Cooking Steak Over An Open Flame,27
What Are You Doing,7,4,Cooking With Root Vegetables,25
What Are You Doing,7,4,Cooking With Shiitake Mushrooms,28
What Are You Doing,7,6,Cooling Down After A Hard Workout,28
What Are You Doing,7,2,Cooling Metal,12
What Are You Doing,10,3,Correcting My Errors,18
What Are You Doing,8,2,Counting Backward,16
What Are You Doing,8,2,Counting Backwards,17
What Are You Doing,8,5,Counting Buttons In A Jar,21
What Are You Doing,8,2,Counting Calories,16
What Are You Doing,8,6,Counting From One To One Hundred,27
What Are You Doing,8,5,Counting Jellybeans In A Jar,24
What Are You Doing,8,5,Counting Jellybeans In The Jar,26
What Are You Doing,8,3,Counting Loose Change,19
What Are You Doing,8,3,Counting My Freckles,18
What Are You Doing,8,3,Counting My Money,15
What Are You Doing,8,3,Counting My Steps,15
What Are You Doing,8,3,Counting My Winnings,18
What Are You Doing,8,2,Counting Nickels,15
What Are You Doing,8,2,Counting Snowflakes,18
What Are You Doing,8,3,Counting The Jackpot,18
What Are You Doing,8,3,Counting The Stars,16
What Are You Doing,8,4,Counting Thousands Of Snowflakes,29
What Are You Doing,8,3,Counting To One-Hundred,20
What Are You Doing,8,3,Covering A Base,13
What Are You Doing,8,3,Covering First Base,17
What Are You Doing,8,4,Covertly Recording A Conversation,30
What Are You Doing,7,6,Cozying Up In A Deluxe Hotel,23
What Are You Doing,7,5,Cozying Up On The Couch,19
What Are You Doing,8,2,Crabbing & Clamming,16
What Are You Doing,8,3,Cracking A Bullwhip,17
What Are You Doing,8,4,Cracking A Complex Code,20
What Are You Doing,8,3,Cracking A Whip,13
What Are You Doing,8,2,Cracking Jokes,13
What Are You Doing,8,5,Cracking Open My Bedroom Door,25
What Are You Doing,8,6,Cramming All Night For A Test,24
What Are You Doing,8,3,Cramming For Finals,17
What Are You Doing,8,5,Crashing On My Friend's Couch,24
What Are You Doing,8,5,Crashing On My Friends Couch,24
What Are You Doing,8,4,Crawling Under The House,21
What Are You Doing,8,3,Creating A Bond,13
What Are You Doing,8,3,Creating A City,13
What Are You Doing,8,3,Creating A Future,15
What Are You Doing,8,3,Creating A Masterpiece,20
What Are You Doing,8,4,Creating A New Playlist,20
What Are You Doing,8,3,Creating A Password,17
What Are You Doing,8,5,Creating A Spectacular Ice Sculpture,32
What Are You Doing,8,3,Creating A Webpage,16
What Are You Doing,8,5,Creating A Yahoo Email Account,26
What Are You Doing,8,5,Creating A Yahoo Mail Account,25
What Are You Doing,8,3,Creating Family Traditions,24
What Are You Doing,8,3,Creating Fan Art,14
What Are You Doing,8,3,Creating My Blog,14
What Are You Doing,8,6,Creating My Own Line Of Jewelry,26
What Are You Doing,8,3,Creating New Software,19
What Are You Doing,8,4,Creating Our Holiday Menu,22
What Are You Doing,8,3,Creating Peace & Stability,22
What Are You Doing,8,2,Creative Cooking,15
What Are You Doing,8,3,Creative Craft Cocktail,21
What Are You Doing,8,3,Creeping Through Traffic,22
What Are You Doing,13,3,Crisscrossing The Country,23
What Are You Doing,8,3,Crooning A Lullaby,16
What Are You Doing,8,3,Crossing A Bridge,15
What Are You Doing,8,3,Crossing A River,14
What Are You Doing,8,7,Crossing Items Off Of My Shopping List,32
What Are You Doing,8,3,Crossing My Fingers,17
What Are You Doing,8,3,Crossing My Legs,14
What Are You Doing,8,3,Crossing The Equator,18
What Are You Doing,8,5,Crossing The George Washington Bridge,33
What Are You Doing,8,3,Crossing The Ocean,16
What Are You Doing,8,7,Crossing The Pacific In An Ocean Liner,32
What Are You Doing,8,4,Crossing The Pacific Ocean,23
What Are You Doing,9,2,Crossword Puzzles,16
What Are You Doing,8,5,Cruising In My Honda Crosstour,26
What Are You Doing,8,4,Cruising On Friday Night,21
What Are You Doing,8,4,Cruising On Sunset Boulevard,25
What Are You Doing,8,3,Cruising The Caribbean,20
What Are You Doing,8,6,Cruising The Highway On A Motorcycle,31
What Are You Doing,8,4,Cruising The Mississippi River,27
What Are You Doing,8,2,Crushing Boxes,13
What Are You Doing,6,3,Crying Crocodile Tears,20
What Are You Doing,6,4,Crying While Chopping Onions,25
What Are You Doing,8,4,Cuddling To Keep Warm,18
What Are You Doing,8,9,Cuddling Up On The Sofa On A Rainy Day,30
What Are You Doing,11,3,Cultivating My Strengths,22
What Are You Doing,7,3,Cupping A Harmonica,17
What Are You Doing,7,7,Cupping A Steamy Mug In My Hands,26
What Are You Doing,7,4,Cutting A Birthday Cake,20
What Are You Doing,7,6,Cutting A Crop With A Swather,24
What Are You Doing,7,5,Cutting A Lemon In Half,19
What Are You Doing,7,5,Cutting Back To The Basics,22
What Are You Doing,7,2,Cutting Class,12
What Are You Doing,7,2,Cutting Coupons,14
What Are You Doing,7,4,Cutting Down A Tree,16
What Are You Doing,7,5,Cutting Down On Food Waste,22
What Are You Doing,7,3,Cutting My Workload,17
What Are You Doing,7,3,Cutting The Grass,15
What Are You Doing,7,4,Cycling The Springwater Corridor,29
What Are You Doing,7,3,Cycling To Work,13
What Are You Doing,7,4,Cycling Up A Mountain,18
What Are You Doing,7,1,Dancing,7
What Are You Doing,7,4,Dancing A Little Jig,17
What Are You Doing,7,3,Dancing All Night,15
What Are You Doing,7,3,Dancing All-Night Long,19
What Are You Doing,7,5,Dancing Around A Huge Bonfire,25
What Are You Doing,7,4,Dancing Around A Maypole,21
What Are You Doing,7,4,Dancing At A Club,14
What Are You Doing,7,4,Dancing At A Nightclub,19
What Are You Doing,7,4,Dancing Beneath The Stars,22
What Are You Doing,7,3,Dancing By Myself,15
What Are You Doing,7,2,Dancing Cheek-To-Cheek,19
What Are You Doing,7,2,Dancing Close,12
What Are You Doing,7,4,Dancing In The Moonlight,21
What Are You Doing,7,4,Dancing In The Rain,16
What Are You Doing,7,4,Dancing In The Sand,16
What Are You Doing,7,4,Dancing In The Square,18
What Are You Doing,7,3,Dancing The Foxtrot,17
What Are You Doing,7,3,Dancing The Mambo,15
What Are You Doing,7,3,Dancing The Waltz,15
What Are You Doing,7,3,Dancing Till Dawn,15
What Are You Doing,7,3,Dancing Till Morning,18
What Are You Doing,7,4,Dancing To Big-Band Music,21
What Are You Doing,7,4,Dancing To Groovy Music,20
What Are You Doing,7,4,Dancing To Reggae Music,20
What Are You Doing,7,4,Dancing To The Beat,16
What Are You Doing,7,6,Dancing Until The Sun Comes Up,25
What Are You Doing,7,5,Dancing While Playing A Fiddle,26
What Are You Doing,8,6,Dangling My Feet In The Water,24
What Are You Doing,7,2,Darning Socks,12
What Are You Doing,7,4,Dashing Out To Dinner,18
What Are You Doing,3,5,Day Dreaming About The Future,25
What Are You Doing,11,1,Daydreaming,11
What Are You Doing,11,4,Daydreaming About The Future,25
What Are You Doing,11,4,Daydreaming On The Beach,21
What Are You Doing,5,3,Debut Solo Album,14
What Are You Doing,11,3,Deciphering Secret Codes,22
What Are You Doing,12,3,Decluttering My Attic,19
What Are You Doing,12,3,Decluttering The Closets,22
What Are You Doing,10,3,Decorating A Cake,15
What Are You Doing,10,3,Decorating A Pumpkin,18
What Are You Doing,10,6,Decorating A Room In My House,24
What Are You Doing,10,2,Decorating Ceramics,18
What Are You Doing,10,2,Decorating Cookies,17
What Are You Doing,10,2,Decorating Cupcakes,18
What Are You Doing,10,3,Decorating Easter Eggs,20
What Are You Doing,10,4,Decorating For The Party,21
What Are You Doing,10,3,Decorating My Bedroom,19
What Are You Doing,10,4,Decorating My Dorm Room,20
What Are You Doing,10,3,Decorating Sugar Cookies,22
What Are You Doing,10,3,Decorating The Fireplace,22
What Are You Doing,10,6,Decorating The House For The Holidays,32
What Are You Doing,10,6,Decorating The House In Orange & Black,31
What Are You Doing,10,7,Decorating The House In Orange And Black,34
What Are You Doing,10,6,Decorating The House In Red & Green,28
What Are You Doing,10,7,Decorating The House In Red And Green,31
What Are You Doing,10,5,Decorating The Tree With Tinsel,27
What Are You Doing,10,5,Decorating With Red White & Pink,26
What Are You Doing,10,4,Dedicating A Public Park,21
What Are You Doing,10,3,Dedicating A Statue,17
What Are You Doing,4,5,Deep Frying In Palm Oil,19
What Are You Doing,10,4,Deep-Frying In Palm Oil,19
What Are You Doing,7,2,Deep-Sea Fishing,14
What Are You Doing,10,3,Defrosting My Windshield,22
What Are You Doing,8,3,Defusing The Situation,20
What Are You Doing,7,2,Defying Gravity,14
What Are You Doing,10,3,Degreasing My Stove,17
What Are You Doing,8,4,Deleting A Twitter Post,20
What Are You Doing,8,4,Deleting An Online Comment,23
What Are You Doing,10,2,Delivering Cookies,17
What Are You Doing,9,2,Demanding Service,16
What Are You Doing,10,3,Depositing Your Paycheck,22
What Are You Doing,9,3,Designing Greeting Cards,22
What Are You Doing,9,4,Designing My Dream House,21
What Are You Doing,10,7,Developing A Line Of Skin Care Products,33
What Are You Doing,10,6,Developing A Line Of Skin-Care Products,33
What Are You Doing,10,5,Developing A Line Of Skin-Careporducts,33
What Are You Doing,10,4,Developing Good Reading Skills,27
What Are You Doing,10,5,Developing My Own Personal Style,28
What Are You Doing,10,6,Developing Strength With A Blocking Sled,35
What Are You Doing,9,7,Devouring The New Season Of A Show,28
What Are You Doing,6,2,Dicing Celery,12
What Are You Doing,9,3,Dictating A Letter,16
What Are You Doing,7,4,Digging A Deep Shaft,17
What Are You Doing,7,3,Digging A Ditch,13
What Are You Doing,7,4,Digging A Large Hole,17
What Are You Doing,7,2,Digging Deep,11
What Are You Doing,7,6,Digging My Toes In The Sand,22
What Are You Doing,7,3,Dimming The Lights,16
What Are You Doing,6,2,Dining Alfresco,14
What Are You Doing,6,6,Dining At A Local Vegetarian Restaurant,34
What Are You Doing,6,5,Dining At A New Restaurant,22
What Are You Doing,6,6,Dining At A Popular Local Restaurant,31
What Are You Doing,6,6,Dining At Sunset On The Beach,24
What Are You Doing,6,5,Dining In A Cutting-Edge Eatery,26
What Are You Doing,6,4,Dining In The Moonlight,20
What Are You Doing,6,5,Dining In The Sunny Courtyard,25
What Are You Doing,6,4,Dining Like A Local,16
What Are You Doing,6,5,Dining On A Hotel Terrace,21
What Are You Doing,6,4,Dining On A Patio,14
